Title,Release Year,Locations,Fun Facts,Production Company,Distributor,Director,Writer,Actor 1,Actor 2,Actor 3,latitude,longitude
Time After Time,1979,Lombard & Broderick Streets (Marina District),,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,,37.7987493,-122.4443023
Time After Time,1979,Justin Herman Plaza,,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,,36.778261,-119.4179324
Time After Time,1979,Intersection of Fulton & 6th Streets (Chinatown),,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,,36.778261,-119.4179324
Time After Time,1979,Intersection of California & Grant Streets (Richmond District),,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,,37.8053253,-122.4085588
Time After Time,1979,Hyatt Regency Hotel (5 Embarcadero Center),,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,,36.778261,-119.4179324
Time After Time,1979,"Huntington Park (California & Taylor Streets, Nob Hill)","The mansion of Arabella Huntington, widow of railroad magnate Collis P. Huntington, was destroyed in the 1906 earthquake and fire. Mrs. Huntington the donated the land on which the park now stands to the city.",Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,,33.9816812,-118.2250725
Time After Time,1979,Golden Gate Park,Golden Gate Park is similar in shape but 20% larger than New York's Central Park.,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,,37.7694208,-122.4862138
Time After Time,1979,Golden Gate Bridge,"With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.",Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,,37.8196974,-122.4787854
Time After Time,1979,"Ghiradelli Square (900 North Point Street, Fisherman's Wharf)","In 1893, chocolatier Domingo Ghiradelli bought an entire city block to house the headquarters of Ghiradelli Chocolates.",Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,,37.8056805,-122.4223749
Time After Time,1979,Chestnut & Davisadero Streets (Marina District),,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,,37.7999769,-122.4428441
Time After Time,1979,California Academy of Sciences (Golden Gate Park),"Founded in 1853, 3 years after California joined the United States, the Academy was originally named the California Academy of Natural Sciences and was the first institution of its kind in the United States.",Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,,37.7698646,-122.4660947
Time After Time,1979,2340 Francisco Street,,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,,37.8017605,-122.4442623
Time After Time,1979,100 Block of Union Street (Cow Hollow),,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,Ellyn Burstyn,37.8014337,-122.4016633
Time After Time,1979,Old St. Mary's Church (660 California Street at Grant),,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,,36.778261,-119.4179324
Time After Time,1979,United Nations Plaza (Civic Center),United Nations Plaza was built in 1975 and across its walkways are white lines into which the preamble to the preamble of the UN charter is carved.,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,,37.7799084,-122.4143136
Time After Time,1979,"SF General Hospital Center (1001 Potrero Avenue, Potrero Hill)",SF General Hospital is the only Level I Trauma Center serving San Francisco and northern San Mateo County. ,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,,37.7563471,-122.4047567
Time After Time,1979,Palace of Fine Arts (3301 Lyon Street),"The original Palace was built for the 1915 Panama-Pacific Exposition, and completely destroyed in 1964. It was rebuilt in 1965.",Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,,36.778261,-119.4179324
Time After Time,1979,One Embarcadero Center (Financial District),,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,,37.7950137,-122.3994346
Time After Time,1979,Merchant Exchange (465 California Street at Leidesdortt),,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,,36.778261,-119.4179324
Time After Time,1979,Marina Green (Marina District),"Before the 1906 earthquake, the land on which Marina Green sits was a tidal marsh, and rubble from the earthquake was dumped on the site. However, the site was filled in to provide land for the 1915 Panama-Pacific Exhibition. ",Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,,37.8066235,-122.4391137
Tin Cup,1996,,,Regency Enterprises,Warner Bros. Pictures,Ron Shelton,John Norville,Kevin Costner,Rene Russo,Ellyn Burstyn,37.7749295,-122.4194155
To the Ends of the Earth,1948,,,Kennedy-Buckman Pictures,Columbia Pictures,Robert Stevenson,Jay Richard Kennedy,Dick Powell,,Ellyn Burstyn,37.7749295,-122.4194155
True Believer,1989,,,Columbia Pictures Corporation,Columbia Pictures,Joseph Ruben,Wesley Strick,James Woods,"Robert Downey, Jr.",Ellyn Burstyn,37.7749295,-122.4194155
Tucker: The Man and His Dreams,1988,City Hall,"The dome of SF's City Hall is almost a foot taller than that of the US Capitol Building. In 1954, Joe DiMaggio and Marilyn Monroe married at the Beaux Arts-style building.",Lucasfilm,Paramount Pictures,Francis Ford Coppola,Arnold Schulman,Jeff Bridges,Joan Allen,Ellyn Burstyn,37.7793176,-122.4191405
Tweek City,2005,,,Tweek City LLC,Maverick Entertainment Group,Eric G. Johnson,Eric G. Johnson,Giuseppe Andrews,,Ellyn Burstyn,37.7749295,-122.4194155
Twisted,2004,"McCovey Point, China Basin Park (24 Willy Mays Plaza)",,Paramount Pictures,Paramount Pictures,Philip Kaufman,Sarah Thorp,Ashley Judd,Samuel L. Jackson,,36.778261,-119.4179324
Twisted,2004,Veterans' War Memorial Building (401 Van Ness Avenue),,Paramount Pictures,Paramount Pictures,Philip Kaufman,Sarah Thorp,Ashley Judd,Samuel L. Jackson,Ellyn Burstyn,36.778261,-119.4179324
Twisted,2004,,,Paramount Pictures,Paramount Pictures,Philip Kaufman,Sarah Thorp,Ashley Judd,Samuel L. Jackson,Anthony Edwards,37.7749295,-122.4194155
Twisted,2004,La Bodega (1332 Grant Avenue at Vallejo),,Paramount Pictures,Paramount Pictures,Philip Kaufman,Sarah Thorp,Ashley Judd,Samuel L. Jackson,,36.778261,-119.4179324
Twisted,2004,Vesuvio Café (255 Columbus Avenue),Jack Kerouac was a regular at the café.,Paramount Pictures,Paramount Pictures,Philip Kaufman,Sarah Thorp,Ashley Judd,Samuel L. Jackson,Ellyn Burstyn,36.778261,-119.4179324
Twisted,2004,The Saloon (1232 Grant Avenue),,Paramount Pictures,Paramount Pictures,Philip Kaufman,Sarah Thorp,Ashley Judd,Samuel L. Jackson,,36.778261,-119.4179324
Twisted,2004,Mojito (1337-1339 Grant Avenue),,Paramount Pictures,Paramount Pictures,Philip Kaufman,Sarah Thorp,Ashley Judd,Samuel L. Jackson,,36.778261,-119.4179324
Twisted,2004,"Red's Java House (Pier 30-32, The Embarcadero)",,Paramount Pictures,Paramount Pictures,Philip Kaufman,Sarah Thorp,Ashley Judd,Samuel L. Jackson,,36.778261,-119.4179324
Twisted,2004,Piers 30-32,,Paramount Pictures,Paramount Pictures,Philip Kaufman,Sarah Thorp,Ashley Judd,Samuel L. Jackson,,37.7859802,-122.3860393
Twisted,2004,Pier 39,,Paramount Pictures,Paramount Pictures,Philip Kaufman,Sarah Thorp,Ashley Judd,Samuel L. Jackson,,37.80867300000001,-122.409821
Twisted,2004,Pier 24,,Paramount Pictures,Paramount Pictures,Philip Kaufman,Sarah Thorp,Ashley Judd,Samuel L. Jackson,,37.7890314,-122.3870413
Under the Tuscan Sun,2003,Mecca Restaurant (2029 Market Street),,Touchstone Pictures,Buena Vista Pictures,Audrey Wells,Audrey Wells,Diane Lane,Sandra Oh,,36.778261,-119.4179324
Until the End of the World,1991,"Tosca Café (242 Columbus Avenue, North Beach)",,Village Roadshow Pictures,Warner Bros. Pictures,Wim Wenders,Wim Wenders,Solveig Dommartin,,,36.778261,-119.4179324
Vegas in Space,1991,3567 18th Street,,Troma Entertainment,MCA/Universal Home Video,Phillip R. Ford,Doris Fish,,,,37.7615944,-122.4230814
Vegas in Space,1991,Project Artaud (Florida Street),,Troma Entertainment,MCA/Universal Home Video,Phillip R. Ford,Doris Fish,,,,36.778261,-119.4179324
Vegas in Space,1991,Carona Heights Park,,Troma Entertainment,MCA/Universal Home Video,Phillip R. Ford,Doris Fish,,,,37.7653122,-122.4385846
Vegas in Space,1991,544 Natoma (SOMA),,Troma Entertainment,MCA/Universal Home Video,Phillip R. Ford,Doris Fish,,,,37.7795125,-122.4087872
Vegas in Space,1991,422 Oak Street at Laguna,,Troma Entertainment,MCA/Universal Home Video,Phillip R. Ford,Doris Fish,,,,37.774738,-122.426386
Vegas in Space,1991,Under Highway 101 (near Potrero and Cesar Chavez Streets),,Troma Entertainment,MCA/Universal Home Video,Phillip R. Ford,Doris Fish,,,,36.778261,-119.4179324
Vertigo,1958,York Hotel (940 Sutter Street),,Alfred J. Hitchcock Productions,Paramount Pictures,Alfred Hitchcock,Alec Coppel,James Stewart,Kim Novak,,36.778261,-119.4179324
Vertigo,1958,1007 Gough Street,Tennis courts now sit on the site; in the movie the structure was Carlota Valdes' home.,Alfred J. Hitchcock Productions,Paramount Pictures,Alfred Hitchcock,Alec Coppel,James Stewart,Kim Novak,,37.7825466,-122.4241443
Vertigo,1958,900 Lombard Street,Lombard Street is not actually the crookedest in SF. That honor goes to Potrero Hill's Vermont Street between 22nd and 23rd.,Alfred J. Hitchcock Productions,Paramount Pictures,Alfred Hitchcock,Alec Coppel,James Stewart,Kim Novak,,37.802139,-122.41874
Vertigo,1958,Brocklebank Apartments (1000 Mason Street),,Alfred J. Hitchcock Productions,Paramount Pictures,Alfred Hitchcock,Alec Coppel,James Stewart,Kim Novak,,36.778261,-119.4179324
Vertigo,1958,"California Palace of the Legion of Honor (34th Avenue & Clement, Lincoln Park)","Built in 1924, the Legion of Honor is a 3/4 replica of the Parisian Palais de la Legion d'Honneur. ",Alfred J. Hitchcock Productions,Paramount Pictures,Alfred Hitchcock,Alec Coppel,James Stewart,Kim Novak,,36.778261,-119.4179324
Vertigo,1958,Claude Lane at Bush Street,,Alfred J. Hitchcock Productions,Paramount Pictures,Alfred Hitchcock,Alec Coppel,James Stewart,Kim Novak,,37.7907065,-122.4044856
Vertigo,1958,Conservatory of Flowers (Golden Gate Park),"The Conservatory, unveiled in 1879, is the oldest public conservatory in the Western Hemisphere.",Alfred J. Hitchcock Productions,Paramount Pictures,Alfred Hitchcock,Alec Coppel,James Stewart,Kim Novak,,37.7726683,-122.4587578
Vertigo,1958,Ernie's Restaurant (847 Montgomery Street),"Called the ""Essex Club"" in the film.",Alfred J. Hitchcock Productions,Paramount Pictures,Alfred Hitchcock,Alec Coppel,James Stewart,Kim Novak,,36.778261,-119.4179324
Vertigo,1958,"Fairmont Hotel (950 Mason Street, Nob Hill)","In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinus drafted the charter in the hotel's Garden Room.",Alfred J. Hitchcock Productions,Paramount Pictures,Alfred Hitchcock,Alec Coppel,James Stewart,Kim Novak,,37.7924958,-122.4100354
Vertigo,1958,"Fort Point (Presidio, Golden Gate National Recreation Area)","Built in 1853, Fort Point is the only West Coast fort built by the Union Army. Though the Confederate army planned to attack San Francisco, the commanding Confererate general learned that the war had ended while en route to SF.",Alfred J. Hitchcock Productions,Paramount Pictures,Alfred Hitchcock,Alec Coppel,James Stewart,Kim Novak,,37.8105374,-122.4770634
Vertigo,1958,Gough & Eddy Streets (Western Addition),,Alfred J. Hitchcock Productions,Paramount Pictures,Alfred Hitchcock,Alec Coppel,James Stewart,Kim Novak,,37.7824876,-122.4241111
Vertigo,1958,"Mission Delores (3321 16th Street, Mision District)","Mission Delores' official name is Mission San Francisco de Asis. It is the oldest building in San Francisco, built in 1791, and has survived two major earthquakes.",Alfred J. Hitchcock Productions,Paramount Pictures,Alfred Hitchcock,Alec Coppel,James Stewart,Kim Novak,,37.7643821,-122.4268206
Vertigo,1958,Mission San Juan Bautista (2nd & Mariposa Streets),,Alfred J. Hitchcock Productions,Paramount Pictures,Alfred Hitchcock,Alec Coppel,James Stewart,Kim Novak,,36.778261,-119.4179324
Vertigo,1958,Park Hill Sanatorium (351 Buena Vista Avenue East),This location is now a condominium complex.,Alfred J. Hitchcock Productions,Paramount Pictures,Alfred Hitchcock,Alec Coppel,James Stewart,Kim Novak,,36.778261,-119.4179324
Vertigo,1958,San Francisco Drydock (20th and Illinois Streets),,Alfred J. Hitchcock Productions,Paramount Pictures,Alfred Hitchcock,Alec Coppel,James Stewart,Kim Novak,,36.778261,-119.4179324
Vertigo,1958,Palace of Fine Arts (3301 Lyon Street),"The original Palace was built for the 1915 Panama-Pacific Exposition, and completely destroyed in 1964. It was rebuilt in 1965.",Alfred J. Hitchcock Productions,Paramount Pictures,Alfred Hitchcock,Alec Coppel,James Stewart,Kim Novak,,36.778261,-119.4179324
What Dreams May Come,1998,Treasure Island,"An artificial island, Treasure Island was created for the 1939 Golden Gate International Exposition, and is named after the novel by Robert Louis Stevenson, a one-time San Francisco resident.",Polygram Filmed Entertainment,Polygram Filmed Entertainment,Vincent Ward,Ron Bass,Robin Williams,"Cuba Gooding, Jr.",,37.8235515,-122.370648
What's Up Doc?,1972,Alta Plaza Park (Steiner Street),The park was originally a rock quarry and served as a campground for many survivors of the 1906 earthquake. The site was converted to a park in 1910.,Warner Bros. Pictures,Warner Bros. Pictures,Peter Bogdanovich,Peter Bogdanovich & Buck Henry,Barbara Streisand,Ryan O'Neal,,36.778261,-119.4179324
What's Up Doc?,1972,22nd Avenue & Balboa Street (Richmond District),,Warner Bros. Pictures,Warner Bros. Pictures,Peter Bogdanovich,Peter Bogdanovich & Buck Henry,Barbara Streisand,Ryan O'Neal,,37.7764455,-122.481262
What's Up Doc?,1972,"St. Peter & Paul's Church (666 Filbert Street, Washington Square)","Though Marilyn Monroe and Joe DiMaggio were not alllowed to be married at the Church (DiMaggio had married his first wife at the Church but was divorced), the couple returned to the steps of the Church for photos, following their City Hall nuptuals.",Warner Bros. Pictures,Warner Bros. Pictures,Peter Bogdanovich,Peter Bogdanovich & Buck Henry,Barbara Streisand,Ryan O'Neal,,36.778261,-119.4179324
What's Up Doc?,1972,San Francisco Hilton (333 O'Farrell Street),,Warner Bros. Pictures,Warner Bros. Pictures,Peter Bogdanovich,Peter Bogdanovich & Buck Henry,Barbara Streisand,Ryan O'Neal,,37.7856846,-122.4104325
What's Up Doc?,1972,Lombard Street between Hyde and Leavenworth,,Warner Bros. Pictures,Warner Bros. Pictures,Peter Bogdanovich,Peter Bogdanovich & Buck Henry,Barbara Streisand,Ryan O'Neal,,36.778261,-119.4179324
What's Up Doc?,1972,Hyde Street Pier,,Warner Bros. Pictures,Warner Bros. Pictures,Peter Bogdanovich,Peter Bogdanovich & Buck Henry,Barbara Streisand,Ryan O'Neal,,37.8094834,-122.4218196
What's Up Doc?,1972,Chinatown,"First established in the mid-19th Century, SF's Chinatown is the oldest and largest Chinatown in the US.",Warner Bros. Pictures,Warner Bros. Pictures,Peter Bogdanovich,Peter Bogdanovich & Buck Henry,Barbara Streisand,Ryan O'Neal,,37.7941378,-122.4077914
What the Bleep Do We Know,2004,Golden Gate National Recreation Area,The size of the Recreation Area is over two and a half greater than that of the city and county of San Francisco.,Captured Light,Samuel Goldwyn Films,William Arntz,William Arntz & Betsy Chasse,Marlee Matlin,,,37.8345044,-122.5047922
